 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0.72,0.46,0.0,0.0,0.03,0.71,0.08,0.23,0.47,0.0,0.28,0.95,0.0,0.0,0.42,0.06,0.0
0.68,0.39,0.0,0.0,0.05,0.81,0.07,0.22,0.43,0.0,0.3,0.89,0.0,0.0,0.48,0.07,0.0
0.67,0.22,0.0,0.0,0.05,0.86,0.03,0.15,0.43,0.0,0.33,0.94,0.0,0.0,0.51,0.07,0.0
0.71,0.14,0.0,0.0,0.01,1.17,0.06,0.12,0.46,0.0,0.34,0.93,0.0,0.0,0.44,0.05,0.0
0.73,0.11,0.0,0.0,0.0,1.15,0.04,0.08,0.51,0.0,0.36,0.97,0.0,0.0,0.41,0.03,0.0
0.75,0.11,0.0,0.0,0.0,1.18,0.04,0.12,0.49,0.0,0.29,0.92,0.0,0.0,0.49,0.04,0.0
0.68,0.0,0.0,0.0,0.0,0.95,0.0,0.07,0.48,0.0,0.29,0.93,0.0,0.0,0.56,0.01,0.0
0.63,0.14,0.0,0.0,0.0,0.6,0.0,0.07,0.5,0.0,0.18,0.92,0.0,0.0,0.61,0.01,0.0
0.6,0.14,0.0,0.0,0.0,0.41,0.0,0.05,0.51,0.0,0.25,0.93,0.0,0.0,0.44,0.0,0.0
0.64,0.2,0.0,0.0,0.0,0.19,0.01,0.1,0.53,0.0,0.16,0.95,0.0,0.0,0.33,0.01,0.0
0.66,0.15,0.0,0.0,0.0,0.15,0.01,0.21,0.5,0.0,0.26,0.91,0.0,0.0,0.25,0.08,0.0
0.68,0.24,0.0,0.0,0.0,0.17,0.01,0.24,0.48,0.0,0.15,0.87,0.0,0.0,0.3,0.09,0.0
0.73,0.39,0.0,0.0,0.0,0.25,0.0,0.22,0.47,0.0,0.16,0.8,0.0,0.0,0.31,0.08,0.0
0.69,0.36,0.0,0.0,0.0,0.22,0.0,0.22,0.43,0.0,0.06,0.75,0.0,0.0,0.33,0.08,0.0
0.63,0.36,0.0,0.0,0.0,0.26,0.0,0.22,0.43,0.0,0.1,0.75,0.0,0.0,0.28,0.06,0.0
0.46,0.23,0.0,0.0,0.08,0.37,0.0,0.23,0.43,0.0,0.06,0.69,0.0,0.0,0.4,0.11,0.0
0.39,0.31,0.0,0.0,0.26,0.77,0.09,0.2,0.49,0.0,0.04,0.73,0.0,0.0,0.42,0.05,0.07
0.28,0.21,0.0,0.0,0.47,1.32,0.21,0.16,0.54,0.0,0.0,0.61,0.0,0.0,0.41,0.05,0.22
0.19,0.14,0.0,0.0,0.61,1.81,0.33,0.21,0.53,0.0,0.02,0.56,0.0,0.0,0.23,0.01,0.24
0.13,0.0,0.0,0.0,0.63,1.85,0.29,0.25,0.54,0.0,0.02,0.44,0.0,0.0,0.16,0.0,0.2
0.1,0.0,0.0,0.0,0.61,1.62,0.18,0.27,0.53,0.0,0.1,0.43,0.0,0.0,0.22,0.07,0.05
0.17,0.04,0.0,0.0,0.55,1.45,0.09,0.29,0.56,0.0,0.16,0.5,0.0,0.0,0.2,0.11,0.03
0.36,0.2,0.0,0.0,0.45,1.32,0.03,0.21,0.55,0.0,0.19,0.59,0.0,0.0,0.17,0.14,0.0
0.54,0.38,0.0,0.0,0.32,1.19,0.02,0.19,0.54,0.0,0.11,0.61,0.0,0.0,0.13,0.2,0.0
0.66,0.51,0.0,0.0,0.21,0.96,0.0,0.13,0.53,0.0,0.08,0.6,0.0,0.0,0.11,0.26,0.0
0.72,0.54,0.0,0.0,0.19,0.94,0.0,0.16,0.53,0.0,0.05,0.62,0.0,0.0,0.17,0.25,0.0
0.77,0.57,0.0,0.0,0.13,0.91,0.0,0.11,0.5,0.0,0.04,0.62,0.0,0.0,0.26,0.2,0.0
0.75,0.59,0.0,0.0,0.12,0.8,0.03,0.06,0.47,0.0,0.04,0.69,0.0,0.0,0.39,0.12,0.0
0.67,0.53,0.0,0.0,0.07,0.68,0.12,0.0,0.45,0.0,0.12,0.57,0.0,0.0,0.35,0.13,0.0
0.63,0.45,0.0,0.0,0.11,0.64,0.18,0.04,0.47,0.0,0.16,0.6,0.0,0.0,0.29,0.05,0.0
0.7,0.43,0.0,0.0,0.09,0.79,0.18,0.09,0.48,0.0,0.11,0.55,0.0,0.0,0.37,0.04,0.0
0.71,0.45,0.0,0.0,0.07,0.74,0.09,0.13,0.48,0.0,0.11,0.59,0.0,0.0,0.41,0.04,0.0
0.66,0.37,0.0,0.0,0.01,0.75,0.08,0.18,0.46,0.0,0.14,0.55,0.0,0.0,0.46,0.04,0.02
0.6,0.36,0.0,0.0,0.01,0.61,0.1,0.14,0.49,0.0,0.15,0.59,0.0,0.0,0.35,0.07,0.02
0.59,0.27,0.0,0.0,0.01,0.77,0.16,0.1,0.5,0.0,0.08,0.58,0.0,0.0,0.4,0.04,0.02
0.61,0.37,0.0,0.0,0.01,0.8,0.1,0.02,0.51,0.0,0.0,0.64,0.0,0.0,0.37,0.04,0.0
0.63,0.27,0.0,0.0,0.03,1.1,0.09,0.03,0.47,0.0,0.06,0.65,0.0,0.0,0.44,0.04,0.0
0.64,0.32,0.0,0.0,0.03,1.06,0.06,0.07,0.48,0.0,0.09,0.71,0.0,0.0,0.46,0.04,0.0
0.67,0.18,0.0,0.0,0.05,1.05,0.1,0.1,0.47,0.0,0.09,0.7,0.0,0.0,0.45,0.13,0.0
0.68,0.29,0.0,0.0,0.02,0.74,0.1,0.07,0.45,0.0,0.03,0.65,0.0,0.0,0.52,0.22,0.0
0.74,0.28,0.0,0.0,0.02,0.73,0.1,0.08,0.48,0.0,0.13,0.65,0.0,0.0,0.51,0.24,0.0
0.79,0.4,0.0,0.0,0.0,0.57,0.14,0.1,0.47,0.0,0.13,0.64,0.0,0.0,0.58,0.2,0.0
0.83,0.34,0.0,0.0,0.0,0.67,0.17,0.15,0.46,0.0,0.21,0.66,0.0,0.0,0.49,0.16,0.0
0.78,0.35,0.0,0.0,0.0,0.62,0.16,0.1,0.43,0.0,0.16,0.64,0.0,0.0,0.6,0.27,0.0
0.7,0.28,0.0,0.0,0.0,0.73,0.11,0.07,0.45,0.0,0.33,0.6,0.0,0.0,0.63,0.33,0.0
0.66,0.22,0.0,0.0,0.0,0.58,0.13,0.02,0.45,0.0,0.28,0.62,0.0,0.0,0.71,0.37,0.0
0.67,0.2,0.0,0.0,0.0,0.69,0.17,0.02,0.42,0.0,0.23,0.66,0.0,0.0,0.66,0.36,0.0
0.7,0.21,0.0,0.0,0.0,0.7,0.21,0.0,0.38,0.0,0.05,0.71,0.0,0.0,0.73,0.29,0.0
0.65,0.3,0.0,0.0,0.0,0.67,0.16,0.0,0.38,0.0,0.12,0.75,0.0,0.0,0.82,0.25,0.0
0.62,0.33,0.0,0.0,0.0,0.44,0.13,0.0,0.41,0.0,0.21,0.77,0.0,0.0,0.87,0.24,0.0
0.55,0.34,0.0,0.0,0.0,0.28,0.1,0.07,0.44,0.0,0.28,0.85,0.0,0.0,0.79,0.22,0.0
0.6,0.3,0.0,0.0,0.0,0.56,0.1,0.07,0.44,0.0,0.21,0.97,0.0,0.0,0.58,0.14,0.0
0.63,0.4,0.0,0.0,0.0,0.72,0.11,0.07,0.42,0.0,0.16,1.03,0.0,0.0,0.56,0.11,0.0
0.71,0.56,0.0,0.0,0.0,0.9,0.1,0.02,0.41,0.0,0.22,1.06,0.0,0.0,0.52,0.2,0.0
0.67,0.7,0.0,0.0,0.0,0.68,0.12,0.11,0.41,0.0,0.27,1.07,0.0,0.0,0.62,0.29,0.0
0.68,0.56,0.0,0.0,0.0,0.67,0.14,0.24,0.4,0.0,0.25,1.07,0.0,0.0,0.55,0.2,0.0
0.69,0.44,0.0,0.0,0.0,0.69,0.12,0.33,0.38,0.0,0.15,1.03,0.0,0.0,0.54,0.09,0.0
0.64,0.21,0.0,0.0,0.0,0.69,0.06,0.28,0.36,0.0,0.25,1.02,0.0,0.0,0.41,0.07,0.0
0.52,0.13,0.0,0.0,0.0,0.57,0.03,0.19,0.35,0.0,0.26,1.04,0.0,0.0,0.38,0.13,0.0
0.44,0.0,0.0,0.0,0.0,0.39,0.05,0.17,0.36,0.0,0.27,1.07,0.0,0.0,0.39,0.13,0.0
0.47,0.06,0.0,0.0,0.0,0.44,0.06,0.16,0.41,0.0,0.26,1.0,0.0,0.0,0.51,0.08,0.0
0.57,0.2,0.0,0.0,0.0,0.56,0.04,0.13,0.46,0.0,0.35,0.93,0.0,0.0,0.54,0.09,0.0
0.59,0.33,0.0,0.0,0.0,0.72,0.03,0.14,0.53,0.0,0.48,0.89,0.0,0.0,0.53,0.17,0.0
0.65,0.37,0.0,0.0,0.0,0.66,0.01,0.21,0.55,0.0,0.42,0.85,0.0,0.0,0.42,0.17,0.0
0.68,0.31,0.0,0.0,0.0,0.7,0.03,0.26,0.55,0.0,0.41,0.88,0.0,0.0,0.38,0.17,0.0
0.75,0.25,0.0,0.0,0.0,0.48,0.04,0.23,0.52,0.0,0.28,0.9,0.0,0.0,0.39,0.1,0.0
0.74,0.17,0.0,0.0,0.03,0.35,0.04,0.18,0.47,0.0,0.23,0.92,0.0,0.0,0.41,0.11,0.0
0.78,0.11,0.0,0.0,0.03,0.16,0.02,0.17,0.47,0.0,0.21,0.85,0.0,0.0,0.37,0.12,0.0
0.77,0.14,0.0,0.0,0.04,0.13,0.02,0.15,0.46,0.0,0.29,0.74,0.0,0.0,0.38,0.27,0.0
0.81,0.33,0.0,0.0,0.01,0.19,0.06,0.1,0.45,0.0,0.36,0.61,0.0,0.0,0.42,0.31,0.0
0.76,0.45,0.0,0.0,0.01,0.31,0.07,0.04,0.41,0.0,0.32,0.64,0.0,0.0,0.44,0.27,0.0
0.74,0.5,0.0,0.0,0.0,0.51,0.07,0.0,0.4,0.0,0.26,0.63,0.0,0.0,0.44,0.18,0.0
0.67,0.41,0.0,0.0,0.02,0.67,0.06,0.0,0.4,0.0,0.14,0.74,0.0,0.0,0.48,0.19,0.0
0.6,0.35,0.0,0.0,0.02,0.71,0.05,0.03,0.44,0.0,0.17,0.76,0.0,0.0,0.55,0.21,0.0
0.55,0.24,0.0,0.0,0.02,0.8,0.04,0.03,0.44,0.0,0.19,0.82,0.0,0.0,0.64,0.22,0.0
0.48,0.15,0.0,0.0,0.0,0.81,0.01,0.03,0.42,0.0,0.23,0.83,0.0,0.0,0.66,0.25,0.0
0.55,0.21,0.0,0.0,0.0,0.8,0.02,0.0,0.42,0.0,0.18,0.74,0.0,0.0,0.75,0.29,0.0
0.59,0.31,0.0,0.0,0.0,0.72,0.01,0.0,0.44,0.0,0.15,0.8,0.0,0.0,0.64,0.24,0.0
0.74,0.43,0.0,0.0,0.0,0.58,0.01,0.0,0.45,0.0,0.14,0.78,0.0,0.0,0.67,0.27,0.0
0.73,0.45,0.0,0.0,0.0,0.55,0.0,0.0,0.47,0.0,0.18,0.78,0.0,0.0,0.6,0.19,0.0
0.74,0.44,0.0,0.0,0.0,0.52,0.0,0.0,0.47,0.0,0.14,0.7,0.0,0.0,0.68,0.24,0.0
0.69,0.43,0.0,0.0,0.0,0.7,0.0,0.0,0.48,0.0,0.11,0.74,0.0,0.0,0.59,0.13,0.0
0.73,0.41,0.0,0.0,0.0,0.68,0.0,0.0,0.47,0.0,0.15,0.82,0.0,0.0,0.55,0.11,0.0
0.7,0.43,0.0,0.0,0.0,0.68,0.0,0.0,0.48,0.0,0.16,0.82,0.0,0.0,0.52,0.12,0.0
0.66,0.41,0.0,0.0,0.0,0.61,0.0,0.0,0.49,0.0,0.15,0.78,0.0,0.0,0.57,0.19,0.0
0.66,0.44,0.0,0.0,0.0,0.69,0.01,0.0,0.46,0.0,0.02,0.75,0.0,0.0,0.6,0.21,0.0
0.71,0.42,0.0,0.0,0.0,0.63,0.01,0.0,0.44,0.0,0.03,0.76,0.0,0.0,0.6,0.16,0.0
0.74,0.4,0.0,0.0,0.0,0.68,0.01,0.0,0.44,0.0,0.05,0.7,0.0,0.0,0.64,0.24,0.0
0.7,0.41,0.0,0.0,0.0,0.76,0.0,0.0,0.42,0.0,0.05,0.65,0.0,0.0,0.65,0.26,0.0
0.68,0.41,0.0,0.0,0.0,0.86,0.0,0.0,0.38,0.0,0.04,0.61,0.0,0.0,0.69,0.31,0.0
0.68,0.45,0.0,0.0,0.0,0.78,0.0,0.0,0.37,0.0,0.06,0.61,0.0,0.0,0.62,0.26,0.0
0.68,0.38,0.0,0.0,0.0,0.65,0.0,0.0,0.34,0.0,0.12,0.58,0.0,0.0,0.58,0.38,0.0
0.65,0.37,0.0,0.0,0.0,0.61,0.01,0.0,0.31,0.0,0.13,0.56,0.0,0.0,0.43,0.4,0.0
0.57,0.27,0.0,0.0,0.0,0.65,0.03,0.0,0.31,0.0,0.08,0.51,0.0,0.0,0.42,0.36,0.0
0.63,0.34,0.0,0.0,0.0,0.71,0.03,0.0,0.38,0.0,0.03,0.59,0.0,0.0,0.37,0.21,0.0
0.67,0.35,0.0,0.0,0.0,0.61,0.05,0.0,0.47,0.0,0.0,0.59,0.0,0.0,0.43,0.16,0.0
0.73,0.38,0.0,0.0,0.0,0.61,0.03,0.02,0.5,0.0,0.01,0.69,0.0,0.0,0.41,0.12,0.0
0.6,0.35,0.0,0.0,0.0,0.38,0.04,0.02,0.49,0.0,0.01,0.65,0.0,0.0,0.54,0.18,0.0
0.6,0.28,0.0,0.0,0.0,0.42,0.09,0.02,0.48,0.0,0.01,0.56,0.0,0.0,0.49,0.14,0.0
0.62,0.31,0.0,0.0,0.0,0.32,0.1,0.0,0.43,0.0,0.05,0.41,0.0,0.0,0.42,0.19,0.0
0.63,0.26,0.0,0.0,0.0,0.38,0.1,0.0,0.42,0.0,0.05,0.37,0.0,0.0,0.33,0.23,0.0
0.61,0.45,0.0,0.0,0.0,0.3,0.03,0.0,0.4,0.0,0.16,0.44,0.0,0.0,0.29,0.3,0.0
0.68,0.58,0.0,0.0,0.0,0.3,0.02,0.0,0.41,0.0,0.25,0.53,0.0,0.0,0.29,0.32,0.0
0.79,0.77,0.0,0.0,0.0,0.34,0.03,0.0,0.38,0.0,0.33,0.57,0.0,0.0,0.16,0.25,0.0
0.84,0.76,0.0,0.0,0.0,0.42,0.05,0.02,0.41,0.0,0.22,0.67,0.0,0.0,0.15,0.16,0.0
0.72,0.76,0.0,0.0,0.08,0.54,0.11,0.02,0.44,0.0,0.17,0.62,0.0,0.0,0.07,0.09,0.0
0.59,0.59,0.0,0.0,0.24,1.02,0.17,0.02,0.47,0.0,0.22,0.67,0.0,0.0,0.16,0.1,0.01
0.5,0.41,0.0,0.0,0.41,1.47,0.29,0.0,0.43,0.0,0.22,0.51,0.0,0.0,0.27,0.09,0.22
0.48,0.27,0.0,0.0,0.5,1.76,0.31,0.0,0.39,0.0,0.16,0.53,0.0,0.0,0.33,0.12,0.34
0.45,0.31,0.0,0.0,0.47,1.78,0.32,0.0,0.35,0.0,0.16,0.43,0.0,0.0,0.21,0.12,0.47
0.27,0.26,0.0,0.0,0.47,1.98,0.24,0.0,0.3,0.0,0.2,0.4,0.0,0.0,0.06,0.17,0.26
0.16,0.21,0.0,0.0,0.4,1.96,0.15,0.0,0.22,0.0,0.17,0.39,0.0,0.0,0.0,0.24,0.14
0.05,0.14,0.0,0.0,0.38,1.92,0.07,0.0,0.17,0.0,0.08,0.4,0.0,0.0,0.0,0.24,0.0
0.12,0.21,0.0,0.0,0.22,1.66,0.01,0.0,0.16,0.0,0.07,0.42,0.0,0.0,0.04,0.26,0.0
0.23,0.25,0.0,0.0,0.15,1.45,0.01,0.0,0.16,0.0,0.07,0.28,0.0,0.0,0.08,0.22,0.0
0.31,0.26,0.0,0.0,0.04,1.29,0.0,0.0,0.12,0.0,0.06,0.22,0.0,0.0,0.08,0.29,0.0
0.32,0.27,0.0,0.0,0.03,1.27,0.0,0.0,0.13,0.0,0.03,0.15,0.0,0.0,0.04,0.23,0.0
0.29,0.4,0.0,0.0,0.0,1.38,0.0,0.0,0.12,0.0,0.03,0.13,0.0,0.0,0.0,0.26,0.0
0.29,0.39,0.0,0.0,0.0,1.32,0.0,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.0,0.18,0.0
0.28,0.44,0.0,0.0,0.0,1.26,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.21,0.0
0.24,0.41,0.0,0.0,0.0,1.24,0.0,0.0,0.09,0.0,0.0,0.17,0.0,0.0,0.0,0.18,0.0
0.23,0.57,0.0,0.0,0.0,1.24,0.0,0.0,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.26,0.0
0.24,0.61,0.0,0.0,0.0,1.15,0.0,0.0,0.07,0.0,0.0,0.12,0.0,0.0,0.0,0.18,0.0
0.24,0.66,0.0,0.0,0.0,1.17,0.0,0.0,0.07,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.0
0.27,0.48,0.0,0.0,0.0,1.22,0.0,0.0,0.06,0.0,0.0,0.26,0.0,0.0,0.0,0.1,0.0
0.29,0.51,0.0,0.0,0.0,1.36,0.0,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.0,0.2,0.0
0.3,0.47,0.0,0.0,0.0,1.25,0.0,0.0,0.09,0.0,0.0,0.32,0.0,0.0,0.0,0.24,0.0
0.26,0.46,0.0,0.0,0.0,1.22,0.0,0.0,0.11,0.0,0.0,0.35,0.0,0.0,0.02,0.2,0.0
0.2,0.36,0.0,0.0,0.0,0.98,0.0,0.0,0.08,0.0,0.0,0.34,0.0,0.0,0.02,0.2,0.0
0.21,0.38,0.0,0.0,0.0,1.08,0.0,0.0,0.11,0.0,0.0,0.35,0.0,0.0,0.04,0.2,0.0
0.23,0.48,0.0,0.0,0.0,1.12,0.0,0.0,0.14,0.0,0.0,0.33,0.0,0.0,0.02,0.24,0.0
0.27,0.44,0.0,0.0,0.0,1.4,0.0,0.0,0.16,0.0,0.0,0.3,0.0,0.0,0.02,0.34,0.0
0.18,0.29,0.0,0.0,0.0,1.38,0.0,0.0,0.15,0.0,0.0,0.37,0.0,0.0,0.0,0.28,0.0
0.14,0.12,0.0,0.0,0.0,1.35,0.0,0.0,0.12,0.0,0.0,0.25,0.0,0.0,0.01,0.21,0.0
0.08,0.08,0.0,0.0,0.0,1.27,0.0,0.0,0.12,0.0,0.0,0.29,0.0,0.0,0.01,0.05,0.0
0.09,0.03,0.0,0.0,0.0,1.32,0.0,0.0,0.11,0.0,0.0,0.3,0.0,0.0,0.04,0.16,0.0
0.07,0.06,0.0,0.0,0.0,1.18,0.0,0.0,0.12,0.0,0.0,0.41,0.0,0.0,0.07,0.2,0.0
0.03,0.06,0.0,0.0,0.0,1.04,0.0,0.0,0.11,0.0,0.0,0.39,0.0,0.0,0.07,0.18,0.0
0.03,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.11,0.0,0.0,0.46,0.0,0.0,0.04,0.15,0.0
0.08,0.12,0.0,0.0,0.0,0.67,0.0,0.0,0.13,0.0,0.0,0.51,0.0,0.0,0.0,0.2,0.0
0.14,0.1,0.0,0.0,0.0,0.61,0.0,0.0,0.13,0.0,0.0,0.55,0.0,0.0,0.0,0.3,0.0
0.25,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.13,0.0,0.0,0.56,0.0,0.0,0.0,0.3,0.0
0.26,0.05,0.0,0.0,0.0,0.87,0.0,0.0,0.12,0.0,0.0,0.64,0.0,0.0,0.0,0.3,0.0
0.26,0.07,0.0,0.0,0.0,0.89,0.0,0.0,0.13,0.0,0.0,0.69,0.0,0.0,0.0,0.19,0.0
0.24,0.17,0.0,0.0,0.0,0.87,0.0,0.0,0.13,0.0,0.0,0.65,0.0,0.0,0.0,0.21,0.0
0.21,0.24,0.0,0.0,0.0,0.83,0.0,0.0,0.12,0.0,0.0,0.51,0.0,0.0,0.0,0.18,0.0
0.17,0.22,0.0,0.0,0.0,0.77,0.0,0.0,0.14,0.0,0.0,0.44,0.0,0.0,0.0,0.17,0.0
0.14,0.12,0.0,0.0,0.0,0.74,0.0,0.0,0.15,0.0,0.0,0.42,0.0,0.0,0.0,0.06,0.0
0.14,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.13,0.0,0.0,0.49,0.0,0.0,0.0,0.05,0.0
0.14,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.08,0.0,0.0,0.57,0.0,0.0,0.0,0.09,0.0
0.08,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.05,0.0,0.01,0.64,0.0,0.0,0.01,0.18,0.0
0.04,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.06,0.0,0.01,0.67,0.0,0.0,0.01,0.18,0.0
0.01,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.04,0.0,0.03,0.74,0.0,0.0,0.01,0.22,0.0
0.07,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.03,0.0,0.14,0.71,0.0,0.0,0.0,0.24,0.0
0.09,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.05,0.0,0.23,0.73,0.0,0.0,0.0,0.3,0.0
0.1,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.07,0.0,0.21,0.73,0.0,0.0,0.0,0.36,0.0
0.05,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.11,0.0,0.13,0.74,0.0,0.0,0.0,0.31,0.0
0.11,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.08,0.0,0.06,0.78,0.0,0.0,0.0,0.29,0.0
0.17,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.08,0.0,0.11,0.72,0.0,0.0,0.0,0.22,0.0
0.2,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.07,0.0,0.08,0.74,0.0,0.0,0.0,0.25,0.0
0.13,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.08,0.0,0.06,0.74,0.0,0.0,0.0,0.27,0.0
0.09,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.07,0.0,0.04,0.82,0.0,0.0,0.0,0.25,0.0
0.15,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.04,0.81,0.0,0.0,0.0,0.28,0.0
0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,0.0,0.02,0.79,0.0,0.0,0.0,0.35,0.0
0.25,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.08,0.0,0.0,0.78,0.0,0.0,0.02,0.52,0.0
0.21,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.03,0.0,0.0,0.89,0.0,0.0,0.04,0.59,0.0
0.22,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.03,0.0,0.0,0.85,0.0,0.0,0.04,0.59,0.0
0.14,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.06,0.0,0.04,0.73,0.0,0.0,0.08,0.51,0.0
0.1,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.09,0.0,0.04,0.6,0.0,0.0,0.1,0.48,0.0
0.03,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.11,0.0,0.04,0.66,0.0,0.0,0.16,0.47,0.0
0.04,0.0,0.0,0.0,0.01,1.25,0.0,0.0,0.14,0.0,0.0,0.78,0.0,0.0,0.2,0.39,0.0
0.1,0.0,0.0,0.0,0.01,1.19,0.0,0.0,0.14,0.0,0.11,0.78,0.0,0.0,0.21,0.33,0.0
0.1,0.0,0.0,0.0,0.01,1.07,0.0,0.0,0.14,0.0,0.14,0.79,0.0,0.0,0.23,0.18,0.0
0.07,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.1,0.0,0.14,0.75,0.0,0.0,0.16,0.16,0.0
0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.13,0.0,0.06,0.65,0.0,0.0,0.17,0.07,0.0
0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.15,0.0,0.11,0.48,0.0,0.0,0.18,0.06,0.0
0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.14,0.0,0.16,0.41,0.0,0.0,0.18,0.1,0.0
0.01,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.15,0.0,0.26,0.52,0.0,0.0,0.26,0.32,0.0
0.01,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.14,0.0,0.2,0.66,0.0,0.0,0.2,0.37,0.0
0.01,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.16,0.0,0.15,0.74,0.0,0.0,0.21,0.39,0.0
0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.11,0.0,0.01,0.72,0.0,0.0,0.14,0.26,0.0
0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.09,0.0,0.0,0.72,0.0,0.0,0.16,0.26,0.0
0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.1,0.0,0.0,0.67,0.0,0.0,0.24,0.29,0.0
0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.15,0.0,0.05,0.74,0.0,0.0,0.25,0.31,0.0
0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.15,0.0,0.07,0.74,0.0,0.0,0.2,0.39,0.0
0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.17,0.0,0.07,0.8,0.0,0.0,0.06,0.32,0.0
0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.18,0.0,0.05,0.73,0.0,0.0,0.05,0.27,0.0
0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.21,0.0,0.13,0.78,0.0,0.0,0.05,0.22,0.0
0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.19,0.0,0.13,0.78,0.0,0.0,0.06,0.22,0.0
0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.2,0.0,0.2,0.86,0.0,0.0,0.03,0.28,0.0
0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.2,0.0,0.26,0.89,0.0,0.0,0.12,0.31,0.0
0.01,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.21,0.0,0.31,0.91,0.0,0.0,0.14,0.4,0.0
0.05,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.21,0.0,0.21,0.89,0.0,0.0,0.13,0.41,0.0
0.11,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.25,0.0,0.05,0.83,0.0,0.0,0.04,0.35,0.0
0.13,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.22,0.0,0.05,0.89,0.0,0.0,0.01,0.31,0.0
0.14,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.21,0.0,0.05,0.88,0.0,0.0,0.0,0.18,0.0
0.1,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.15,0.0,0.16,0.88,0.0,0.0,0.04,0.2,0.0
0.14,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.19,0.0,0.11,0.69,0.0,0.0,0.04,0.12,0.0
0.15,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.16,0.0,0.12,0.61,0.0,0.0,0.1,0.19,0.0
0.24,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.17,0.0,0.01,0.51,0.0,0.0,0.06,0.11,0.0
0.19,0.0,0.0,0.0,0.0,0.79,0.02,0.0,0.12,0.0,0.01,0.55,0.0,0.0,0.15,0.17,0.0
0.14,0.0,0.0,0.0,0.0,0.97,0.02,0.0,0.12,0.0,0.05,0.54,0.0,0.0,0.21,0.17,0.0
0.05,0.0,0.0,0.0,0.0,1.16,0.02,0.0,0.12,0.0,0.05,0.51,0.0,0.0,0.23,0.22,0.0
0.04,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.12,0.0,0.17,0.55,0.0,0.0,0.2,0.22,0.0
